날짜,카테고리,키워드,월간검색량,블로그문서수,포화도,상위노출
2026-01-04 02:06,건강/의료,한국사능력검정,110800,205122,1.85,🔴 어려움
2026-01-04 02:06,건강/의료,신우신염,42450,78409,1.85,🔴 어려움
2026-01-04 02:06,건강/의료,한능검,54600,108106,1.98,🔴 어려움
2026-01-04 02:06,건강/의료,갑상선암증상,39330,94210,2.4,🔴 어려움
2026-01-04 02:06,건강/의료,직장인건강검진,51000,132723,2.6,🔴 어려움
2026-01-04 02:06,건강/의료,근처정형외과,41380,112933,2.73,🔴 어려움
2026-01-04 02:06,건강/의료,폐암초기증상,43090,122157,2.83,🔴 어려움
2026-01-04 02:06,건강/의료,스마일라식,43340,131970,3.04,🔴 어려움
2026-01-04 02:06,건강/의료,대상포진증상,80970,262512,3.24,🔴 어려움
2026-01-04 02:06,건강/의료,한국사시험일정,51700,167444,3.24,🔴 어려움
2026-01-04 02:06,건강/의료,대상포진,133600,440870,3.3,🔴 어려움
2026-01-04 02:06,건강/의료,건강관리협회,43480,162279,3.73,🔴 어려움
2026-01-04 02:06,건강/의료,국가건강검진,71100,271660,3.82,🔴 어려움
2026-01-04 02:06,건강/의료,갑상선기능저하증,61920,245723,3.97,🔴 어려움
2026-01-04 02:06,건강/의료,내과,458300,1902440,4.15,🔴 어려움
2026-01-04 02:06,건강/의료,자궁경부암검사,54660,235349,4.31,🔴 어려움
2026-01-04 02:06,건강/의료,부정맥증상,42870,197276,4.6,🔴 어려움
2026-01-04 02:06,건강/의료,네이버검색광고,145600,675981,4.64,🔴 어려움
2026-01-04 02:06,건강/의료,정형외과,421100,2012465,4.78,🔴 어려움
2026-01-04 02:06,건강/의료,족저근막염,68280,328304,4.81,🔴 어려움
2026-01-04 02:06,건강/의료,당뇨초기증상,67920,377813,5.56,🔴 어려움
2026-01-04 02:06,건강/의료,파킨슨병,52460,328099,6.25,🔴 어려움
2026-01-04 02:06,건강/의료,정신건강의학과,43220,272653,6.31,🔴 어려움
2026-01-04 02:06,건강/의료,가정의학과,50980,325097,6.38,🔴 어려움
2026-01-04 02:06,건강/의료,간호조무사,40780,286982,7.04,🔴 어려움
2026-01-04 02:06,건강/의료,부정맥,45930,323841,7.05,🔴 어려움
2026-01-04 02:06,건강/의료,뇌경색,52710,374637,7.11,🔴 어려움
2026-01-04 02:06,건강/의료,과민성대장증후군,39650,285574,7.2,🔴 어려움
2026-01-04 02:06,건강/의료,역류성식도염,59530,447533,7.52,🔴 어려움
2026-01-04 02:06,건강/의료,소아과,139370,1061701,7.62,🔴 어려움
2026-01-04 02:06,건강/의료,4대보험,99200,848523,8.55,🔴 어려움
2026-01-04 02:06,건강/의료,통풍증상,49000,434840,8.87,🔴 어려움
2026-01-04 02:06,건강/의료,건강검진예약,49300,447549,9.08,🔴 어려움
2026-01-04 02:06,건강/의료,신장에좋은음식,43720,496203,11.35,🔴 어려움
2026-01-04 02:06,건강/의료,설날,197100,2599455,13.19,🔴 어려움
2026-01-04 02:06,건강/의료,도수치료,79700,1113563,13.97,🔴 어려움
2026-01-04 02:06,건강/의료,실손보험,41930,597939,14.26,🔴 어려움
2026-01-04 02:06,건강/의료,통증의학과,52130,779891,14.96,🔴 어려움
2026-01-04 02:06,건강/의료,구정,43900,742966,16.92,🔴 어려움
2026-01-04 02:06,건강/의료,발바닥통증,42140,713112,16.92,🔴 어려움
2026-01-04 02:06,건강/의료,비타민D,118700,2166432,18.25,🔴 어려움
2026-01-04 02:06,건강/의료,신경외과,66540,1295874,19.48,🔴 어려움
2026-01-04 02:06,건강/의료,건강검진,159200,3238050,20.34,🔴 어려움
2026-01-04 02:06,건강/의료,독감,89600,1877731,20.96,🔴 어려움
2026-01-04 02:06,건강/의료,응급실,52040,1253256,24.08,🔴 어려움
2026-01-04 02:06,건강/의료,뇌졸중,48430,1344605,27.76,🔴 어려움
2026-01-04 02:06,건강/의료,현금영수증,40700,1177057,28.92,🔴 어려움
2026-01-04 02:06,건강/의료,검색광고,73000,2225452,30.49,🔴 어려움
2026-01-04 02:06,건강/의료,다이어트식단,44020,1694453,38.49,🔴 어려움
2026-01-04 02:06,건강/의료,건강보험,118000,4640155,39.32,🔴 어려움
2026-01-04 02:06,건강/의료,한의원,153800,6086717,39.58,🔴 어려움
2026-01-04 02:06,건강/의료,한자,77500,3332591,43.0,🔴 어려움
2026-01-04 02:06,건강/의료,정신과,42310,2019510,47.73,🔴 어려움
2026-01-04 02:06,건강/의료,AI,130300,8630592,66.24,🔴 어려움
2026-01-04 02:06,건강/의료,스포츠,215900,14478082,67.06,🔴 어려움
2026-01-04 02:06,건강/의료,통풍,38920,3347948,86.02,🔴 어려움
2026-01-04 02:06,건강/의료,어깨통증,39440,3993032,101.24,🔴 어려움
2026-01-04 02:06,건강/의료,병원,187000,35002940,187.18,🔴 어려움
2026-01-04 02:06,건강/의료,한식,39460,7476982,189.48,🔴 어려움
2026-01-04 02:06,건강/의료,영어,40220,24441707,607.7,🔴 어려움
2026-01-04 02:08,IT/모바일,엘지전자주가,191730,3951,0.02,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,휴림로봇주가,565300,19133,0.03,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,갤럭시S26,304100,11177,0.04,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,검색상위종목,759290,35106,0.05,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,에스피지주가,329000,17016,0.05,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼성전자주가,13310900,816253,0.06,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼성중공업주가,1426700,82553,0.06,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,두산에너빌리티주가,999700,64260,0.06,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,태성주가,190140,10874,0.06,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼성전자우주가,497000,34298,0.07,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,한화오션주가,1076300,81138,0.08,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,대한전선주가,370100,30225,0.08,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,고영주가,286800,21998,0.08,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,적금계산기,248200,23382,0.09,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼성전자우,777300,79358,0.1,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,현대자동차주가,645800,73979,0.11,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,에이비엘바이오주가,259200,29518,0.11,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,알테오젠주가,588700,67866,0.12,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,한미반도체주가,522000,61853,0.12,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,기아자동차주가,145080,18008,0.12,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,현대로템주가,405500,58902,0.15,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,종합주가지수,335000,50830,0.15,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,한국전력주가,488500,76416,0.16,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,나스닥선물,1686600,307792,0.18,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,현대건설주가,450300,83264,0.18,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,SK하이닉스주가,1846100,347427,0.19,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,에코프로주가,881100,167256,0.19,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,포스코퓨처엠주가,234180,45385,0.19,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,주식시세,562300,114353,0.2,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼성전기주가,404600,80803,0.2,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,고려아연주가,253800,49698,0.2,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,이수페타시스주가,178860,35483,0.2,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,유한양행주가,235500,50499,0.21,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,제주반도체주가,230400,49505,0.21,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼양식품주가,194100,40364,0.21,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,하이닉스주가,1879000,404370,0.22,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,레인보우로보틱스주가,198300,44596,0.22,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,HLB주가,244500,55125,0.23,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,한국항공우주주가,209750,49103,0.23,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼성SDI주가,630300,151392,0.24,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,SKC주가,191390,46255,0.24,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,대한항공주가,298400,77334,0.26,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,HMM주가,189600,50507,0.27,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,셀트리온주가,538500,149003,0.28,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,우리기술주가,149980,43340,0.29,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,삼성물산주가,249640,74931,0.3,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,현대중공업주가,317710,99292,0.31,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,기아차주가,232730,73394,0.32,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,현대모비스주가,234600,80587,0.34,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,현대제철주가,140540,47848,0.34,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,하이브주가,208700,73028,0.35,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,에코프로비엠주가,289100,105875,0.37,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,아모레퍼시픽주가,154870,61455,0.4,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,한화시스템주가,312600,127059,0.41,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,현대차주가,874300,370633,0.42,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,갤럭시S25,381400,163482,0.43,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,쿠팡주가,244100,108762,0.45,🟢 매우쉬움
2026-01-04 02:08,IT/모바일,엔비디아주가,844600,432864,0.51,🟡 쉬움
2026-01-04 02:08,IT/모바일,한전주가,154490,78329,0.51,🟡 쉬움
2026-01-04 02:08,IT/모바일,카카오주가,793300,410757,0.52,🟡 쉬움
2026-01-04 02:08,IT/모바일,삼성바이오로직스주가,145620,87862,0.6,🟡 쉬움
2026-01-04 02:08,IT/모바일,갤럭시워치8,158200,101972,0.64,🟡 쉬움
2026-01-04 02:08,IT/모바일,코스피지수,1386400,914187,0.66,🟡 쉬움
2026-01-04 02:08,IT/모바일,한화솔루션주가,155870,124795,0.8,🟡 쉬움
2026-01-04 02:08,IT/모바일,LG전자주가,164730,136543,0.83,🟡 쉬움
2026-01-04 02:08,IT/모바일,나스닥,1313000,1304854,0.99,🟡 쉬움
2026-01-04 02:08,IT/모바일,나스닥100,231300,366349,1.58,🔴 어려움
2026-01-04 02:08,IT/모바일,구글주가,198700,323871,1.63,🔴 어려움
2026-01-04 02:08,IT/모바일,뉴욕증시,292100,631956,2.16,🔴 어려움
2026-01-04 02:08,IT/모바일,NAVER주가,231100,615285,2.66,🔴 어려움
2026-01-04 02:08,IT/모바일,삼성전자주식,350690,935714,2.67,🔴 어려움
2026-01-04 02:08,IT/모바일,코스닥,601400,1645337,2.74,🔴 어려움
2026-01-04 02:08,IT/모바일,주가지수,521000,1475581,2.83,🔴 어려움
2026-01-04 02:08,IT/모바일,나스닥지수,267700,756636,2.83,🔴 어려움
2026-01-04 02:08,IT/모바일,주요증시,313530,948963,3.03,🔴 어려움
2026-01-04 02:08,IT/모바일,국내증시,329700,1091085,3.31,🔴 어려움
2026-01-04 02:08,IT/모바일,네이버주식,205500,843715,4.11,🔴 어려움
2026-01-04 02:08,IT/모바일,코스닥지수,143500,592705,4.13,🔴 어려움
2026-01-04 02:08,IT/모바일,증시,595700,2619070,4.4,🔴 어려움
2026-01-04 02:08,IT/모바일,증권,452300,4869856,10.77,🔴 어려움
2026-01-04 02:09,정부정책,빡차중고차,10540,637,0.06,🟢 매우쉬움
2026-01-04 02:09,정부정책,한국자활복지개발원,3920,4698,1.2,🟠 보통
2026-01-04 02:09,정부정책,경북교육청,57000,90859,1.59,🔴 어려움
2026-01-04 02:09,정부정책,내일채움공제,26300,62665,2.38,🔴 어려움
2026-01-04 02:09,정부정책,양산폐차장,640,1872,2.92,🔴 어려움
2026-01-04 02:09,정부정책,구미폐차장,980,2870,2.93,🔴 어려움
2026-01-04 02:09,정부정책,오토바이폐차,2210,7132,3.23,🔴 어려움
2026-01-04 02:09,정부정책,포항폐차장,620,2912,4.7,🔴 어려움
2026-01-04 02:09,정부정책,창원폐차장,730,5407,7.41,🔴 어려움
2026-01-04 02:09,정부정책,중소벤처기업진흥공단,13110,130107,9.92,🔴 어려움
2026-01-04 02:09,정부정책,안성폐차장,510,5095,9.99,🔴 어려움
2026-01-04 02:09,정부정책,덕업일치,2090,23773,11.37,🔴 어려움
2026-01-04 02:09,정부정책,입학지원금,3950,54770,13.87,🔴 어려움
2026-01-04 02:09,정부정책,고철가격,7350,109883,14.95,🔴 어려움
2026-01-04 02:09,정부정책,노후경유차기준,3760,59678,15.87,🔴 어려움
2026-01-04 02:09,정부정책,차팔기,560,9106,16.26,🔴 어려움
2026-01-04 02:09,정부정책,조기폐차지원금,3860,69336,17.96,🔴 어려움
2026-01-04 02:09,정부정책,안녕첫차중고차,1910,35276,18.47,🔴 어려움
2026-01-04 02:09,정부정책,모닝폐차비용,600,11402,19.0,🔴 어려움
2026-01-04 02:09,정부정책,똥차,2460,62020,25.21,🔴 어려움
2026-01-04 02:09,정부정책,폐차장,11240,294637,26.21,🔴 어려움
2026-01-04 02:09,정부정책,중고차수출,12630,337437,26.72,🔴 어려움
2026-01-04 02:09,정부정책,청년수당,7140,190881,26.73,🔴 어려움
2026-01-04 02:09,정부정책,자동차판매순위,7840,217784,27.78,🔴 어려움
2026-01-04 02:09,정부정책,조기폐차보조금,2640,73950,28.01,🔴 어려움
2026-01-04 02:09,정부정책,자동차매매계약서,3360,104037,30.96,🔴 어려움
2026-01-04 02:09,정부정책,경유차조기폐차,2610,85750,32.85,🔴 어려움
2026-01-04 02:09,정부정책,조기폐차,4930,179125,36.33,🔴 어려움
2026-01-04 02:09,정부정책,폐차견적,3990,155814,39.05,🔴 어려움
2026-01-04 02:09,정부정책,폐차장부품,1760,70789,40.22,🔴 어려움
2026-01-04 02:09,정부정책,페차,880,35566,40.42,🔴 어려움
2026-01-04 02:09,정부정책,중고차수출업체,3770,156858,41.61,🔴 어려움
2026-01-04 02:09,정부정책,자동차매도서류,1190,51577,43.34,🔴 어려움
2026-01-04 02:09,정부정책,폐차비용,4800,232205,48.38,🔴 어려움
2026-01-04 02:09,정부정책,폐차비,490,33928,69.24,🔴 어려움
2026-01-04 02:09,정부정책,차량압류조회,1890,134473,71.15,🔴 어려움
2026-01-04 02:09,정부정책,청년재직자내일채움공제,760,56703,74.61,🔴 어려움
2026-01-04 02:09,정부정책,조기폐차신청,1190,89544,75.25,🔴 어려움
2026-01-04 02:09,정부정책,법원경매자동차,1110,91538,82.47,🔴 어려움
2026-01-04 02:09,정부정책,폐차,9850,836533,84.93,🔴 어려움
2026-01-04 02:09,정부정책,차량조기폐차,1710,155478,90.92,🔴 어려움
2026-01-04 02:09,정부정책,노후경유차조기폐차,1220,117762,96.53,🔴 어려움
2026-01-04 02:09,정부정책,노후차량폐차지원금,500,49603,99.21,🔴 어려움
2026-01-04 02:09,정부정책,노후경유차폐차,820,81454,99.33,🔴 어려움
2026-01-04 02:09,정부정책,자동차폐차절차,1710,171965,100.56,🔴 어려움
2026-01-04 02:09,정부정책,폐차서류,2730,274803,100.66,🔴 어려움
2026-01-04 02:09,정부정책,근로자휴가지원,990,107370,108.45,🔴 어려움
2026-01-04 02:09,정부정책,노후경유차조기폐차지원금,760,85939,113.08,🔴 어려움
2026-01-04 02:09,정부정책,자동차팔때서류,640,75699,118.28,🔴 어려움
2026-01-04 02:09,정부정책,조기폐차조건,630,75527,119.88,🔴 어려움
2026-01-04 02:09,정부정책,자동차폐차장,1660,209207,126.03,🔴 어려움
2026-01-04 02:09,정부정책,폐차지원금,610,77654,127.3,🔴 어려움
2026-01-04 02:09,정부정책,자동차폐차보조금,520,70490,135.56,🔴 어려움
2026-01-04 02:09,정부정책,자동차폐차가격,1440,208929,145.09,🔴 어려움
2026-01-04 02:09,정부정책,중고차검수,720,109560,152.17,🔴 어려움
2026-01-04 02:09,정부정책,잔존물,560,87331,155.95,🔴 어려움
2026-01-04 02:09,정부정책,노후경유차,690,112705,163.34,🔴 어려움
2026-01-04 02:09,정부정책,중고차해외수출,710,116537,164.14,🔴 어려움
2026-01-04 02:09,정부정책,자동차폐차,2550,507308,198.94,🔴 어려움
2026-01-04 02:09,정부정책,자동차사고,2870,619044,215.69,🔴 어려움
2026-01-04 02:09,정부정책,압류폐차,880,191038,217.09,🔴 어려움
2026-01-04 02:09,정부정책,쏘렌토중고차,1130,262455,232.26,🔴 어려움
2026-01-04 02:09,정부정책,관허폐차장,550,130923,238.04,🔴 어려움
2026-01-04 02:09,정부정책,중고차팔때,1100,270610,246.01,🔴 어려움
2026-01-04 02:09,정부정책,폐차가격,1220,311909,255.66,🔴 어려움
2026-01-04 02:09,정부정책,폐차절차,740,213728,288.82,🔴 어려움
2026-01-04 02:09,정부정책,금융위기,2910,875658,300.91,🔴 어려움
2026-01-04 02:09,정부정책,자동차폐차방법,790,245702,311.02,🔴 어려움
2026-01-04 02:09,정부정책,압류차량폐차,570,180090,315.95,🔴 어려움
2026-01-04 02:09,정부정책,막차,2900,987708,340.59,🔴 어려움
2026-01-04 02:09,정부정책,자동차폐차비용,500,174271,348.54,🔴 어려움
2026-01-04 02:09,정부정책,자동차수출,2110,972036,460.68,🔴 어려움
2026-01-04 02:09,정부정책,자동차말소,610,283659,465.01,🔴 어려움
2026-01-04 02:09,정부정책,자동차압류,720,386260,536.47,🔴 어려움
2026-01-04 02:09,정부정책,말소,2550,1405909,551.34,🔴 어려움
2026-01-04 02:09,정부정책,폐차방법,510,314353,616.38,🔴 어려움
2026-01-04 02:09,정부정책,중고차팔때필요서류,520,430587,828.05,🔴 어려움
2026-01-04 02:09,정부정책,내차량조회,540,504040,933.41,🔴 어려움
2026-01-04 02:09,정부정책,차량폐차,670,675890,1008.79,🔴 어려움
2026-01-04 02:09,정부정책,차량사고,850,6574841,7735.11,🔴 어려움
2026-01-04 02:32,증권/주식,환율조회,988000,15274,0.02,🟢
2026-01-04 02:32,증권/주식,엘지전자주가,191730,3951,0.02,🟢
2026-01-04 02:32,증권/주식,검색상위종목,759290,35105,0.05,🟢
2026-01-04 02:32,증권/주식,삼성전자주가,13310900,816258,0.06,🟢
2026-01-04 02:32,증권/주식,삼성중공업주가,1426700,82554,0.06,🟢
2026-01-04 02:32,증권/주식,삼성전자우주가,497000,34299,0.07,🟢
2026-01-04 02:32,증권/주식,대한전선주가,370100,30225,0.08,🟢
2026-01-04 02:32,증권/주식,삼성전자우,777300,79359,0.1,🟢
2026-01-04 02:32,증권/주식,현대자동차주가,645800,73979,0.11,🟢
2026-01-04 02:32,증권/주식,에이비엘바이오주가,259200,29518,0.11,🟢
2026-01-04 02:32,증권/주식,알테오젠주가,588700,67866,0.12,🟢
2026-01-04 02:32,증권/주식,한미반도체주가,522000,61853,0.12,🟢
2026-01-04 02:32,증권/주식,기아자동차주가,145080,18008,0.12,🟢
2026-01-04 02:32,증권/주식,현대로템주가,405500,58902,0.15,🟢
2026-01-04 02:32,증권/주식,한국전력주가,488500,76416,0.16,🟢
2026-01-04 02:32,증권/주식,이더리움시세,707400,121536,0.17,🟢
2026-01-04 02:32,증권/주식,나스닥선물,1686600,307792,0.18,🟢
2026-01-04 02:32,증권/주식,현대건설주가,450300,83264,0.18,🟢
2026-01-04 02:32,증권/주식,에이피알주가,145730,25789,0.18,🟢
2026-01-04 02:32,증권/주식,SK하이닉스주가,1846100,347432,0.19,🟢
2026-01-04 02:32,증권/주식,에코프로주가,881100,167256,0.19,🟢
2026-01-04 02:32,증권/주식,현대위아주가,131420,25589,0.19,🟢
2026-01-04 02:32,증권/주식,원달러환율,1157500,230113,0.2,🟢
2026-01-04 02:32,증권/주식,주식시세,562300,114353,0.2,🟢
2026-01-04 02:32,증권/주식,삼성전기주가,404600,80804,0.2,🟢
2026-01-04 02:32,증권/주식,고려아연주가,253800,49698,0.2,🟢
2026-01-04 02:32,증권/주식,이수페타시스주가,178860,35483,0.2,🟢
2026-01-04 02:32,증권/주식,한전기술주가,130070,26250,0.2,🟢
2026-01-04 02:32,증권/주식,유한양행주가,235500,50499,0.21,🟢
2026-01-04 02:32,증권/주식,하이닉스주가,1879000,404375,0.22,🟢
2026-01-04 02:32,증권/주식,HLB주가,244500,55125,0.23,🟢
2026-01-04 02:32,증권/주식,한국항공우주주가,209750,49103,0.23,🟢
2026-01-04 02:32,증권/주식,삼성SDI주가,630300,151392,0.24,🟢
2026-01-04 02:32,증권/주식,SKC주가,191390,46255,0.24,🟢
2026-01-04 02:32,증권/주식,달러환율,5217700,1313389,0.25,🟢
2026-01-04 02:32,증권/주식,대한항공주가,298400,77334,0.26,🟢
2026-01-04 02:32,증권/주식,셀트리온주가,538500,149004,0.28,🟢
2026-01-04 02:32,증권/주식,삼성물산주가,249640,74931,0.3,🟢
2026-01-04 02:32,증권/주식,현대중공업주가,317710,99293,0.31,🟢
2026-01-04 02:32,증권/주식,기아차주가,232730,73394,0.32,🟢
2026-01-04 02:32,증권/주식,현대모비스주가,234600,80587,0.34,🟢
2026-01-04 02:32,증권/주식,현대제철주가,140540,47849,0.34,🟢
2026-01-04 02:32,증권/주식,SK하이닉스,2436100,859790,0.35,🟢
2026-01-04 02:32,증권/주식,하이브주가,208700,73028,0.35,🟢
2026-01-04 02:32,증권/주식,에코프로비엠주가,289100,105875,0.37,🟢
2026-01-04 02:32,증권/주식,아모레퍼시픽주가,154870,61455,0.4,🟢
2026-01-04 02:32,증권/주식,현대차주가,874300,370635,0.42,🟢
2026-01-04 02:32,증권/주식,쿠팡주가,244100,108761,0.45,🟢
2026-01-04 02:32,증권/주식,엔비디아주가,844600,432868,0.51,🟡
2026-01-04 02:32,증권/주식,한전주가,154490,78329,0.51,🟡
2026-01-04 02:32,증권/주식,카카오주가,793300,410757,0.52,🟡
2026-01-04 02:32,증권/주식,삼성바이오로직스주가,145620,87863,0.6,🟡
2026-01-04 02:32,증권/주식,미국증시,2654200,1732166,0.65,🟡
2026-01-04 02:32,증권/주식,코스피지수,1386400,914196,0.66,🟡
2026-01-04 02:32,증권/주식,한화솔루션주가,155870,124795,0.8,🟡
2026-01-04 02:32,증권/주식,LG전자주가,164730,136543,0.83,🟡
2026-01-04 02:32,증권/주식,다우지수,646600,584665,0.9,🟡
2026-01-04 02:32,증권/주식,나스닥,1313000,1304858,0.99,🟡
2026-01-04 02:32,증권/주식,달러인덱스,196900,230809,1.17,🟠
2026-01-04 02:32,증권/주식,아시아증시,236510,299970,1.27,🟠
2026-01-04 02:32,증권/주식,코스피200,170700,252854,1.48,🟠
2026-01-04 02:32,증권/주식,나스닥100,231300,366348,1.58,🔴
2026-01-04 02:32,증권/주식,다우나스닥,303120,518183,1.71,🔴
2026-01-04 02:32,증권/주식,나스닥다우지수,218910,429580,1.96,🔴
2026-01-04 02:32,증권/주식,국제유가,295500,654381,2.21,🔴
2026-01-04 02:32,증권/주식,S&P500,430600,970779,2.25,🔴
2026-01-04 02:32,증권/주식,NAVER주가,231100,615289,2.66,🔴
2026-01-04 02:32,증권/주식,삼성전자주식,350690,935718,2.67,🔴
2026-01-04 02:32,증권/주식,코스닥,601400,1645342,2.74,🔴
2026-01-04 02:32,증권/주식,주가지수,521000,1475588,2.83,🔴
2026-01-04 02:32,증권/주식,나스닥지수,267700,756637,2.83,🔴
2026-01-04 02:32,증권/주식,해외증시,174230,600946,3.45,🔴
2026-01-04 02:32,증권/주식,네이버주식,205500,843714,4.11,🔴
2026-01-04 02:32,증권/주식,코스닥지수,143500,592707,4.13,🔴
2026-01-04 02:32,증권/주식,증시,595700,2619079,4.4,🔴
2026-01-04 02:32,증권/주식,공모주,147500,930179,6.31,🔴
2026-01-04 02:32,증권/주식,ETF,154500,1467791,9.5,🔴
2026-01-04 02:32,증권/주식,증권,452300,4869859,10.77,🔴
2026-01-04 02:32,증권/주식,미국금리,163000,2398146,14.71,🔴
2026-01-04 02:32,증권/주식,미국주식,146900,3622459,24.66,🔴
2026-01-04 02:34,부동산,대출계산기,489600,8216,0.02,🟢
2026-01-04 02:34,부동산,주택담보대출계산기,39700,3684,0.09,🟢
2026-01-04 02:34,부동산,신용등급점수표,20670,2172,0.11,🟢
2026-01-04 02:34,부동산,DTI계산기,45200,6451,0.14,🟢
2026-01-04 02:34,부동산,LTV계산기,56200,9632,0.17,🟢
2026-01-04 02:34,부동산,전세대출이자계산기,11460,2113,0.18,🟢
2026-01-04 02:34,부동산,이자계산기,325600,72017,0.22,🟢
2026-01-04 02:34,부동산,미리내집,40600,8786,0.22,🟢
2026-01-04 02:34,부동산,원리금균등상환계산기,30640,8768,0.29,🟢
2026-01-04 02:34,부동산,디스코부동산,36900,14181,0.38,🟢
2026-01-04 02:34,부동산,신생아특례대출,139800,57925,0.41,🟢
2026-01-04 02:34,부동산,저축은행금리비교,17970,7659,0.43,🟢
2026-01-04 02:34,부동산,관악드림타운,16730,12324,0.74,🟡
2026-01-04 02:34,부동산,래미안원페를라,14120,12383,0.88,🟡
2026-01-04 02:34,부동산,덕계역,25100,30814,1.23,🟠
2026-01-04 02:34,부동산,SH장기전세,22630,27742,1.23,🟠
2026-01-04 02:34,부동산,청년안심주택,42400,65251,1.54,🔴
2026-01-04 02:34,부동산,SH공사,52900,83180,1.57,🔴
2026-01-04 02:34,부동산,은마아파트,48870,112972,2.31,🔴
2026-01-04 02:34,부동산,비상금대출,41370,108109,2.61,🔴
2026-01-04 02:34,부동산,장기전세주택,14580,38044,2.61,🔴
2026-01-04 02:34,부동산,헬리오시티,56120,153695,2.74,🔴
2026-01-04 02:34,부동산,파크리오아파트,15030,41116,2.74,🔴
2026-01-04 02:34,부동산,무직자소액대출,25330,72615,2.87,🔴
2026-01-04 02:34,부동산,신혼부부매매대출,34930,107933,3.09,🔴
2026-01-04 02:34,부동산,동탄아파트,12750,43501,3.41,🔴
2026-01-04 02:34,부동산,LH임대주택,89200,311924,3.5,🔴
2026-01-04 02:34,부동산,창동역,32170,112947,3.51,🔴
2026-01-04 02:34,부동산,아파트실거래가조회,28700,104235,3.63,🔴
2026-01-04 02:34,부동산,LH행복주택,21260,86024,4.05,🔴
2026-01-04 02:34,부동산,청년전세대출,46700,212004,4.54,🔴
2026-01-04 02:34,부동산,정부지원대출,11510,52682,4.58,🔴
2026-01-04 02:34,부동산,청년버팀목대출,14630,68753,4.7,🔴
2026-01-04 02:34,부동산,동탄역롯데캐슬,12600,63065,5.01,🔴
2026-01-04 02:34,부동산,저축은행적금,51100,266037,5.21,🔴
2026-01-04 02:34,부동산,주담대금리,52900,292909,5.54,🔴
2026-01-04 02:34,부동산,마이너스통장,29490,167069,5.67,🔴
2026-01-04 02:34,부동산,신혼부부전세대출,39700,228549,5.76,🔴
2026-01-04 02:34,부동산,청량리역,81010,477651,5.9,🔴
2026-01-04 02:34,부동산,동탄역,42560,325956,7.66,🔴
2026-01-04 02:34,부동산,청년전세자금대출,15670,134944,8.61,🔴
